1 0 0 0 0.004097 0.004097 
1 0 0 1 0.003830 0.003830 
1 0 0 2 0.003509 0.003507 
1 0 0 3 0.002654 0.003151 
1 0 0 4 0.002525 0.002851 
1 0 0 5 0.002277 0.002534 
1 0 0 6 0.001993 0.002175 
1 0 0 7 0.001624 0.001892 
1 0 0 8 0.001407 0.001739 
1 0 0 9 0.001312 0.004447 
1 0 1 0 0.004095 0.004093 
1 0 1 1 0.003811 0.003810 
1 0 1 2 0.003493 0.003492 
1 0 1 3 0.002407 0.003149 
1 0 1 4 0.002254 0.002773 
1 0 1 5 0.002141 0.002432 
1 0 1 6 0.001922 0.002075 
1 0 1 7 0.001678 0.001761 
1 0 1 8 0.001317 0.001418 
1 0 1 9 0.001070 0.003575 
1 0 2 0 0.004116 0.004116 
1 0 2 1 0.003814 0.003812 
1 0 2 2 0.003478 0.003474 
1 0 2 3 0.002519 0.003126 
1 0 2 4 0.002214 0.002761 
1 0 2 5 0.002093 0.002418 
1 0 2 6 0.001867 0.002085 
1 0 2 7 0.001616 0.001706 
1 0 2 8 0.001292 0.001419 
1 0 2 9 0.001017 0.003712 
1 0 3 0 0.004096 0.004098 
1 0 3 1 0.003802 0.003801 
1 0 3 2 0.003517 0.003512 
1 0 3 3 0.002606 0.003150 
1 0 3 4 0.002399 0.002814 
1 0 3 5 0.002066 0.002437 
1 0 3 6 0.001931 0.002119 
1 0 3 7 0.001564 0.001850 
1 0 3 8 0.001270 0.001478 
1 0 3 9 0.001121 0.004683 
1 1 0 0 0.000295 0.001841 
1 1 0 1 0.000541 0.001237 
1 1 0 2 0.000776 0.001178 
1 1 0 3 0.001062 0.001409 
1 1 0 4 0.001330 0.001664 
1 1 0 5 0.001484 0.001867 
1 1 0 6 0.001871 0.002104 
1 1 0 7 0.002055 0.002253 
1 1 0 8 0.002249 0.002669 
1 1 0 9 0.004005 0.004911 
1 1 1 0 0.000283 0.001839 
1 1 1 1 0.000529 0.001233 
1 1 1 2 0.000774 0.001176 
1 1 1 3 0.001053 0.001335 
1 1 1 4 0.001299 0.001621 
1 1 1 5 0.001498 0.001826 
1 1 1 6 0.001852 0.002028 
1 1 1 7 0.002029 0.002154 
1 1 1 8 0.002256 0.002434 
1 1 1 9 0.003732 0.004251 
1 1 2 0 0.000285 0.001769 
1 1 2 1 0.000515 0.001167 
1 1 2 2 0.000778 0.001190 
1 1 2 3 0.001046 0.001353 
1 1 2 4 0.001299 0.001618 
1 1 2 5 0.001478 0.001796 
1 1 2 6 0.001813 0.002014 
1 1 2 7 0.002010 0.002133 
1 1 2 8 0.002265 0.002454 
1 1 2 9 0.003691 0.004263 
1 1 3 0 0.000295 0.001820 
1 1 3 1 0.000500 0.001123 
1 1 3 2 0.000750 0.001183 
1 1 3 3 0.001009 0.001315 
1 1 3 4 0.001261 0.001634 
1 1 3 5 0.001450 0.001809 
1 1 3 6 0.001772 0.002012 
1 1 3 7 0.002025 0.002202 
1 1 3 8 0.002235 0.002599 
1 1 3 9 0.003820 0.004661 
1 2 0 0 0.002047 0.003741 
1 2 0 1 0.001909 0.002319 
1 2 0 2 0.001749 0.002134 
1 2 0 3 0.001633 0.002058 
1 2 0 4 0.001638 0.002040 
1 2 0 5 0.001862 0.002124 
1 2 0 6 0.002097 0.002360 
1 2 0 7 0.002245 0.002398 
1 2 0 8 0.002421 0.002738 
1 2 0 9 0.003601 0.004611 
1 2 1 0 0.001876 0.003473 
1 2 1 1 0.001881 0.002247 
1 2 1 2 0.001785 0.002105 
1 2 1 3 0.001589 0.001984 
1 2 1 4 0.001634 0.001967 
1 2 1 5 0.001844 0.002113 
1 2 1 6 0.002058 0.002239 
1 2 1 7 0.002215 0.002378 
1 2 1 8 0.002319 0.002446 
1 2 1 9 0.003471 0.004002 
1 2 2 0 0.001876 0.003424 
1 2 2 1 0.001861 0.002169 
1 2 2 2 0.001758 0.002055 
1 2 2 3 0.001591 0.001953 
1 2 2 4 0.001622 0.001979 
1 2 2 5 0.001829 0.002061 
1 2 2 6 0.002054 0.002242 
1 2 2 7 0.002237 0.002365 
1 2 2 8 0.002409 0.002507 
1 2 2 9 0.003490 0.004050 
1 2 3 0 0.001816 0.003431 
1 2 3 1 0.001857 0.002268 
1 2 3 2 0.001694 0.002072 
1 2 3 3 0.001615 0.001927 
1 2 3 4 0.001589 0.001944 
1 2 3 5 0.001823 0.002109 
1 2 3 6 0.002025 0.002231 
1 2 3 7 0.002229 0.002356 
1 2 3 8 0.002385 0.002556 
1 2 3 9 0.003649 0.004342 
1 3 0 0 0.001875 0.004121 
1 3 0 1 0.001776 0.002323 
1 3 0 2 0.001745 0.002184 
1 3 0 3 0.001659 0.002144 
1 3 0 4 0.001762 0.002089 
1 3 0 5 0.001946 0.002254 
1 3 0 6 0.002129 0.002405 
1 3 0 7 0.002190 0.002407 
1 3 0 8 0.002321 0.002598 
1 3 0 9 0.003360 0.004397 
1 3 1 0 0.001641 0.003812 
1 3 1 1 0.001734 0.002210 
1 3 1 2 0.001699 0.002113 
1 3 1 3 0.001636 0.002030 
1 3 1 4 0.001715 0.002062 
1 3 1 5 0.001948 0.002208 
1 3 1 6 0.002146 0.002340 
1 3 1 7 0.002309 0.002405 
1 3 1 8 0.002324 0.002466 
1 3 1 9 0.003119 0.003790 
1 3 2 0 0.001655 0.003773 
1 3 2 1 0.001727 0.002260 
1 3 2 2 0.001687 0.002142 
1 3 2 3 0.001605 0.001985 
1 3 2 4 0.001710 0.002011 
1 3 2 5 0.001961 0.002235 
1 3 2 6 0.002127 0.002321 
1 3 2 7 0.002278 0.002408 
1 3 2 8 0.002382 0.002503 
1 3 2 9 0.003200 0.003619 
1 3 3 0 0.001716 0.003909 
1 3 3 1 0.001658 0.002203 
1 3 3 2 0.001707 0.001958 
1 3 3 3 0.001670 0.002049 
1 3 3 4 0.001720 0.002024 
1 3 3 5 0.001918 0.002206 
1 3 3 6 0.002141 0.002336 
1 3 3 7 0.002225 0.002431 
1 3 3 8 0.002426 0.002617 
1 3 3 9 0.003144 0.004105 
1 4 0 0 0.001739 0.002659 
1 4 0 1 0.001824 0.002114 
1 4 0 2 0.001884 0.002263 
1 4 0 3 0.001872 0.002310 
1 4 0 4 0.002035 0.002250 
1 4 0 5 0.002113 0.002352 
1 4 0 6 0.002107 0.002427 
1 4 0 7 0.002255 0.002512 
1 4 0 8 0.002289 0.002375 
1 4 0 9 0.002777 0.003430 
1 4 1 0 0.001700 0.002566 
1 4 1 1 0.001822 0.002149 
1 4 1 2 0.001881 0.002170 
1 4 1 3 0.001933 0.002244 
1 4 1 4 0.002086 0.002321 
1 4 1 5 0.002111 0.002311 
1 4 1 6 0.002182 0.002344 
1 4 1 7 0.002225 0.002409 
1 4 1 8 0.002258 0.002420 
1 4 1 9 0.002667 0.003037 
1 4 2 0 0.001663 0.002483 
1 4 2 1 0.001811 0.002119 
1 4 2 2 0.001928 0.002228 
1 4 2 3 0.002002 0.002228 
1 4 2 4 0.002065 0.002290 
1 4 2 5 0.002116 0.002319 
